shipment_id,order_date,region,transport_mode,shipment_type,shipment_volume_kg,distance_km,estimated_delivery_days,actual_delivery_days,delivery_delay_days,transportation_cost,handling_cost,fuel_surcharge,total_cost,weather_condition,traffic_level,on_time_delivery,customer_rating
SHP101157,2025-01-10,West,Road,Express,92.98,724,14.14,13.54,-0.6,1178.06,278.94,97.49,1508.74,Normal,Medium,Yes,4.5
SHP101158,2025-11-13,West,Road,Standard,13.1,1160,22.3,22.42,0.12,265.93,39.3,25.34,305.63,Normal,Medium,Yes,5.0
SHP101159,2025-02-17,North,Road,Express,40.71,436,9.07,10.31,1.24,310.62,122.13,36.69,484.87,Normal,High,No,4.1
SHP101160,2025-04-22,West,Road,Standard,70.81,615,12.54,13.1,0.56,762.09,212.43,75.66,960.63,Normal,Low,No,5.0
SHP101161,2025-07-23,North,Road,Bulk,53.09,1340,25.56,26.9,1.34,1244.96,212.36,102.77,1541.41,Adverse,Medium,No,4.7
SHP101162,2025-06-06,South,Road,Standard,98.99,600,12.06,13.2,1.14,1039.4,296.97,93.65,1442.15,Normal,Medium,No,4.8
SHP101163,2025-12-09,West,Road,Standard,88.07,1206,22.93,22.41,-0.52,1858.72,264.21,168.66,2271.95,Normal,Medium,Yes,5.0
SHP101164,2025-01-26,North,Rail,Express,22.49,804,9.74,11.0,1.26,207.94,67.47,30.43,260.41,Normal,High,No,5.0
SHP101165,2025-11-04,West,Road,Fragile,55.48,367,7.81,9.63,1.82,356.32,388.36,46.99,747.92,Normal,High,No,4.4
SHP101166,2025-06-15,West,Road,Express,34.62,644,12.69,11.48,-1.21,390.17,103.86,39.51,477.12,Normal,Low,Yes,5.0
SHP101167,2025-09-06,East,Rail,Express,34.37,1115,13.23,13.59,0.36,440.71,103.11,34.37,556.03,Normal,Medium,Yes,4.4
SHP101168,2025-09-19,North,Road,Fragile,23.49,939,18.36,18.99,0.63,386.0,164.43,51.33,638.75,Normal,Medium,No,4.9
SHP101169,2025-09-21,South,Air,Bulk,60.41,636,1.29,3.12,1.83,1844.2,241.64,136.74,2305.24,Normal,Medium,No,5.0
SHP101170,2025-01-17,East,Rail,Standard,100.06,230,3.59,3.66,0.07,264.66,300.18,20.89,587.0,Normal,Medium,Yes,4.3
SHP101171,2025-03-17,West,Air,Express,63.26,242,1.0,2.3,1.3,734.83,189.78,68.3,1019.79,Adverse,Medium,No,4.7
SHP101172,2025-09-11,East,Rail,Bulk,22.65,272,3.5,3.22,-0.28,70.85,90.6,9.86,138.38,Normal,Medium,Yes,5.0
SHP101173,2025-07-25,South,Road,Bulk,51.5,491,10.46,12.15,1.69,442.51,206.0,31.8,607.11,Normal,High,No,5.0
SHP101174,2025-02-03,East,Rail,Bulk,69.36,528,6.86,6.83,-0.03,421.15,277.44,29.9,793.3,Normal,Low,Yes,5.0
SHP101175,2025-05-27,East,Road,Standard,49.46,289,6.71,7.29,0.58,250.14,148.38,26.13,403.82,Normal,High,No,4.7
SHP101176,2025-11-22,West,Road,Standard,62.67,1141,22.05,24.72,2.67,1251.36,188.01,106.21,1570.74,Normal,Medium,No,4.0
SHP101177,2025-12-04,North,Air,Express,36.19,324,1.0,1.12,0.12,562.83,108.57,62.58,739.52,Normal,Medium,Yes,4.8
SHP101178,2025-08-16,West,Road,Fragile,46.4,306,7.04,8.77,1.73,248.47,324.8,25.01,633.09,Normal,High,No,4.8
SHP101179,2025-04-28,East,Air,Express,44.85,682,1.46,2.58,1.12,1468.21,134.55,145.57,1781.72,Normal,Medium,No,3.8
SHP101180,2025-06-14,West,Air,Express,109.62,1111,2.2,1.99,-0.21,5845.82,328.86,409.66,6594.06,Normal,Medium,Yes,4.9
SHP101181,2025-02-07,South,Air,Bulk,29.04,2013,3.63,4.65,1.02,2805.96,116.16,203.98,3139.67,Normal,Medium,No,4.7
SHP101182,2025-12-24,East,Sea,Standard,14.09,895,27.56,28.37,0.81,107.19,42.27,14.35,206.25,Normal,Medium,No,5.0
SHP101183,2025-10-23,West,Road,Bulk,105.99,1550,29.25,30.95,1.7,2874.98,423.96,401.72,3686.32,Normal,High,No,4.2
SHP101184,2025-05-17,North,Road,Standard,56.49,334,7.14,10.18,3.04,330.18,169.47,26.79,580.89,Normal,High,No,3.3
SHP101185,2025-11-05,West,Rail,Standard,25.7,2132,24.28,23.64,-0.64,630.11,77.1,44.24,726.68,Normal,Low,Yes,5.0
SHP101186,2025-09-03,East,Road,Express,84.08,233,5.17,6.4,1.23,342.84,252.24,22.22,619.97,Normal,Low,No,4.3
SHP101187,2025-07-17,North,Rail,Fragile,71.59,493,6.01,7.49,1.48,405.88,501.13,46.57,975.6,Normal,Medium,No,4.2
SHP101188,2025-03-07,South,Air,Standard,118.92,885,1.3,3.33,2.03,5051.72,356.76,628.34,5979.81,Adverse,Low,No,3.9
SHP101189,2025-03-21,East,Rail,Standard,58.89,269,3.9,4.57,0.67,182.18,176.67,17.04,424.25,Normal,Medium,No,4.5
SHP101190,2025-02-21,North,Road,Bulk,163.23,390,8.79,10.59,1.8,1114.04,652.92,134.99,1918.61,Normal,Low,No,3.4
SHP101191,2025-05-09,East,Road,Standard,49.7,358,8.22,8.36,0.14,311.37,149.1,38.66,614.67,Normal,Medium,Yes,5.0
SHP101192,2025-01-01,South,Road,Express,71.66,548,10.95,11.35,0.4,687.22,214.98,99.08,1074.11,Normal,Low,Yes,5.0
SHP101193,2025-06-16,East,Road,Express,77.09,1421,26.97,28.41,1.44,1917.04,231.27,126.21,2274.14,Normal,Medium,No,5.0
SHP101194,2025-01-16,North,Sea,Express,214.96,656,20.55,20.5,-0.05,1198.62,644.88,92.66,1998.65,Normal,Medium,Yes,5.0
SHP101195,2025-05-25,West,Road,Express,41.59,504,10.47,11.67,1.2,366.82,124.77,24.27,545.52,Normal,Medium,No,4.8
SHP101196,2025-04-22,West,Road,Standard,40.87,133,3.65,6.43,2.78,95.12,122.61,13.14,238.96,Adverse,High,No,3.9
SHP101197,2025-04-12,West,Road,Express,77.92,840,16.41,16.62,0.21,1145.42,233.76,150.43,1471.54,Normal,High,Yes,4.1
SHP101198,2025-03-23,West,Rail,Standard,24.44,1004,12.25,11.49,-0.76,282.18,73.32,31.52,337.21,Normal,Medium,Yes,5.0
SHP101199,2025-04-09,North,Rail,Express,34.49,255,3.37,4.34,0.97,101.14,103.47,6.83,211.59,Adverse,Low,No,4.6
